STATE,ZIPCODE,AGI_STUB,N1
MN,55707,2,360
MN,55707,3,290
MN,55707,4,210
MN,55707,5,220
MN,55707,6,20
MN,55709,1,630
MN,55709,2,440
MN,55709,3,320
MN,55709,4,220
MN,55709,5,240
MN,55709,6,30
MN,55710,1,160
MN,55710,2,110
MN,55710,3,100
MN,55710,4,100
MN,55710,5,170
MN,55710,6,0
MN,55711,1,80
MN,55711,2,60
MN,55711,3,60
MN,55711,4,0
MN,55711,5,30
MN,55711,6,0
MN,55712,1,90
MN,55712,2,60
MN,55712,3,30
MN,55712,4,40
MN,55712,5,0
MN,55712,6,0
MN,55717,1,30
MN,55717,2,50
MN,55717,3,30
MN,55717,4,20
MN,55717,5,30
MN,55717,6,0
MN,55718,1,470
MN,55718,2,330
MN,55718,3,270
MN,55718,4,180
MN,55718,5,260
MN,55718,6,30
MN,55719,1,920
MN,55719,2,660
MN,55719,3,380
MN,55719,4,260
MN,55719,5,290
MN,55719,6,30
MN,55720,1,2610
MN,55720,2,2160
MN,55720,3,1250
MN,55720,4,860
MN,55720,5,920
MN,55720,6,110
MN,55721,1,470
MN,55721,2,360
MN,55721,3,250
MN,55721,4,180
MN,55721,5,310
MN,55721,6,70
MN,55723,1,380
MN,55723,2,250
MN,55723,3,180
MN,55723,4,120
MN,55723,5,150
MN,55723,6,40
MN,55724,1,110
MN,55724,2,90
MN,55724,3,80
MN,55724,4,60
MN,55724,5,60
MN,55724,6,0
MN,55726,1,150
MN,55726,2,110
MN,55726,3,80
MN,55726,4,40
MN,55726,5,70
MN,55726,6,0
MN,55731,1,1080
MN,55731,2,640
MN,55731,3,400
MN,55731,4,280
MN,55731,5,320
MN,55731,6,70
MN,55732,1,200
MN,55732,2,170
MN,55732,3,120
MN,55732,4,90
MN,55732,5,80
MN,55732,6,0
MN,55733,1,580
MN,55733,2,440
MN,55733,3,410
MN,55733,4,330
MN,55733,5,530
MN,55733,6,70
MN,55734,1,900
MN,55734,2,730
MN,55734,3,440
MN,55734,4,350
MN,55734,5,440
MN,55734,6,40
MN,55735,1,250
MN,55735,2,210
MN,55735,3,150
MN,55735,4,90
MN,55735,5,80
MN,55735,6,0
MN,55736,1,270
MN,55736,2,180
MN,55736,3,110
MN,55736,4,80
MN,55736,5,60
MN,55736,6,0
MN,55738,1,80
MN,55738,2,70
MN,55738,3,50
MN,55738,4,40
MN,55738,5,30
MN,55738,6,0
MN,55741,1,450
MN,55741,2,360
MN,55741,3,250
MN,55741,4,220
MN,55741,5,250
MN,55741,6,20
MN,55742,1,40
MN,55742,2,20
MN,55742,3,20
MN,55742,4,20
MN,55742,5,30
MN,55742,6,0
MN,55744,1,3370
MN,55744,2,2160
MN,55744,3,1380
MN,55744,4,990
MN,55744,5,1290
MN,55744,6,240
MN,55746,1,2810
MN,55746,2,1870
MN,55746,3,1150
MN,55746,4,900
MN,55746,5,920
MN,55746,6,120
MN,55748,1,270
MN,55748,2,180
MN,55748,3,100
MN,55748,4,70
MN,55748,5,70
MN,55748,6,0
MN,55749,1,60
MN,55749,2,60
MN,55749,3,50
MN,55749,4,20
MN,55749,5,20
MN,55749,6,0
MN,55750,1,320
MN,55750,2,250
MN,55750,3,140
MN,55750,4,90
MN,55750,5,110
MN,55750,6,0
MN,55751,1,200
MN,55751,2,140
MN,55751,3,130
MN,55751,4,110
MN,55751,5,100
MN,55751,6,0
MN,55752,1,60
MN,55752,2,60
MN,55752,3,30
MN,55752,4,30
MN,55752,5,20
MN,55752,6,0
MN,55756,1,70
MN,55756,2,40
MN,55756,3,40
MN,55756,4,40
MN,55756,5,0
MN,55756,6,0
MN,55757,1,130
MN,55757,2,100
MN,55757,3,70
MN,55757,4,40
MN,55757,5,30
MN,55757,6,0
MN,55760,1,470
MN,55760,2,370
MN,55760,3,190
MN,55760,4,110
MN,55760,5,120
MN,55760,6,20
MN,55763,1,70
MN,55763,2,70
MN,55763,3,50
MN,55763,4,40
MN,55763,5,40
MN,55763,6,0
MN,55765,1,110
MN,55765,2,90
MN,55765,3,60
MN,55765,4,50
MN,55765,5,40
MN,55765,6,0
MN,55767,1,650
MN,55767,2,430
MN,55767,3,260
MN,55767,4,160
MN,55767,5,180
MN,55767,6,30
MN,55768,1,440
MN,55768,2,310
MN,55768,3,190
MN,55768,4,180
MN,55768,5,220
MN,55768,6,30
MN,55769,1,350
MN,55769,2,260
MN,55769,3,140
MN,55769,4,130
MN,55769,5,150
MN,55769,6,0
MN,55771,1,290
MN,55771,2,190
MN,55771,3,120
MN,55771,4,60
MN,55771,5,70
MN,55771,6,0
MN,55775,1,170
MN,55775,2,120
MN,55775,3,90
MN,55775,4,90
MN,55775,5,100
MN,55775,6,20
MN,55779,1,550
MN,55779,2,400
MN,55779,3,350
MN,55779,4,260
MN,55779,5,350
MN,55779,6,50
MN,55781,1,100
MN,55781,2,70
MN,55781,3,60
MN,55781,4,60
MN,55781,5,90
MN,55781,6,0
MN,55783,1,360
MN,55783,2,300
MN,55783,3,190
MN,55783,4,130
MN,55783,5,140
MN,55783,6,30
MN,55785,1,50
MN,55785,2,40
MN,55785,3,30
MN,55785,4,0
MN,55785,5,0
MN,55785,6,0
MN,55787,1,80
MN,55787,2,60
MN,55787,3,30
MN,55787,4,50
MN,55787,5,0
MN,55787,6,0
MN,55790,1,280
MN,55790,2,230
MN,55790,3,160
MN,55790,4,110
MN,55790,5,120
MN,55790,6,40
MN,55792,1,1650
MN,55792,2,1120
MN,55792,3,630
MN,55792,4,500
MN,55792,5,460
MN,55792,6,60
MN,55793,1,90
MN,55793,2,60
MN,55793,3,50
MN,55793,4,40
MN,55793,5,40
MN,55793,6,0
MN,55795,1,250
MN,55795,2,180
MN,55795,3,110
MN,55795,4,70
MN,55795,5,80
MN,55795,6,0
MN,55797,1,210
MN,55797,2,160
MN,55797,3,120
MN,55797,4,110
MN,55797,5,130
MN,55797,6,0
MN,55798,1,90
MN,55798,2,80
MN,55798,3,60
MN,55798,4,30
MN,55798,5,30
MN,55798,6,0
MN,55802,1,510
MN,55802,2,240
MN,55802,3,120
MN,55802,4,100
MN,55802,5,120
MN,55802,6,80
MN,55803,1,2370
MN,55803,2,1820
MN,55803,3,1410
MN,55803,4,1100
MN,55803,5,1690
MN,55803,6,470
MN,55804,1,1960
MN,55804,2,1460
MN,55804,3,1240
MN,55804,4,960
MN,55804,5,1400
MN,55804,6,490
MN,55805,1,2130
MN,55805,2,1290
MN,55805,3,480
MN,55805,4,200
MN,55805,5,160
MN,55805,6,30
MN,55806,1,2040
MN,55806,2,1380
MN,55806,3,540
MN,55806,4,180
MN,55806,5,190
MN,55806,6,40
MN,55807,1,1800
MN,55807,2,1580
MN,55807,3,740
MN,55807,4,400
MN,55807,5,330
MN,55807,6,0
MN,55808,1,1030
MN,55808,2,880
MN,55808,3,400
MN,55808,4,270
MN,55808,5,200
MN,55808,6,0
MN,55810,1,1310
MN,55810,2,1100
MN,55810,3,720
MN,55810,4,520
MN,55810,5,660
MN,55810,6,80
MN,55811,1,3770
MN,55811,2,2830
MN,55811,3,1960
MN,55811,4,1450
MN,55811,5,2060
MN,55811,6,500
MN,55812,1,1410
MN,55812,2,860
MN,55812,3,420
MN,55812,4,290
MN,55812,5,470
MN,55812,6,230
MN,55901,1,8070
MN,55901,2,6640
MN,55901,3,4730
MN,55901,4,3050
MN,55901,5,4710
MN,55901,6,1050
MN,55902,1,3000
MN,55902,2,2110
MN,55902,3,1650
MN,55902,4,1130
MN,55902,5,2460
MN,55902,6,2030
MN,55904,1,4620
MN,55904,2,3890
MN,55904,3,2210
MN,55904,4,1310
MN,55904,5,1700
MN,55904,6,250
MN,55906,1,2700
MN,55906,2,1920
MN,55906,3,1260
MN,55906,4,920
MN,55906,5,1920
MN,55906,6,820
MN,55909,1,190
MN,55909,2,160
MN,55909,3,80
MN,55909,4,80
MN,55909,5,110
MN,55909,6,0
MN,55910,1,200
MN,55910,2,180
MN,55910,3,110
MN,55910,4,70
MN,55910,5,90
MN,55910,6,0
MN,55912,1,4780
MN,55912,2,4330
MN,55912,3,1880
MN,55912,4,1230
MN,55912,5,1290
MN,55912,6,320
MN,55917,1,490
MN,55917,2,390
MN,55917,3,300
MN,55917,4,210
MN,55917,5,270
MN,55917,6,20
MN,55918,1,140
MN,55918,2,110
MN,55918,3,80
MN,55918,4,70
MN,55918,5,60
MN,55918,6,0
MN,55919,1,140
MN,55919,2,110
MN,55919,3,90
MN,55919,4,60
MN,55919,5,100
MN,55919,6,0
MN,55920,1,1010
MN,55920,2,720
MN,55920,3,550
MN,55920,4,450
MN,55920,5,950
MN,55920,6,240
MN,55921,1,800
MN,55921,2,560
MN,55921,3,380
MN,55921,4,250
MN,55921,5,260
MN,55921,6,40
MN,55922,1,110
MN,55922,2,70
MN,55922,3,50
MN,55922,4,20
MN,55922,5,20
MN,55922,6,0
MN,55923,1,650
MN,55923,2,540
MN,55923,3,320
MN,55923,4,280
MN,55923,5,390
MN,55923,6,70
MN,55924,1,180
MN,55924,2,160
MN,55924,3,100
MN,55924,4,60
MN,55924,5,100
MN,55924,6,0
MN,55925,1,160
MN,55925,2,130
MN,55925,3,110
MN,55925,4,70
MN,55925,5,90
MN,55925,6,0
MN,55926,1,100
MN,55926,2,90
MN,55926,3,70
MN,55926,4,50
MN,55926,5,60
MN,55926,6,0
MN,55927,1,610
MN,55927,2,520
MN,55927,3,360
MN,55927,4,240
MN,55927,5,270
MN,55927,6,40
MN,55929,1,120
MN,55929,2,130
MN,55929,3,120
MN,55929,4,90
MN,55929,5,120
MN,55929,6,0
MN,55931,1,50
MN,55931,2,60
MN,55931,3,50
MN,55931,4,0
MN,55931,5,20
MN,55931,6,0
MN,55932,1,280
MN,55932,2,250
MN,55932,3,150
MN,55932,4,120
MN,55932,5,200
MN,55932,6,30
MN,55933,1,40
MN,55933,2,30
MN,55933,3,20
MN,55933,4,30
MN,55933,5,0
MN,55933,6,0
MN,55934,1,490
MN,55934,2,360
MN,55934,3,260
MN,55934,4,200
MN,55934,5,330
MN,55934,6,40
MN,55935,1,140
MN,55935,2,120
MN,55935,3,70
MN,55935,4,50
MN,55935,5,70
MN,55935,6,0
MN,55936,1,290
MN,55936,2,230
MN,55936,3,150
MN,55936,4,110
MN,55936,5,150
MN,55936,6,0
MN,55939,1,310
MN,55939,2,240
MN,55939,3,130
MN,55939,4,110
MN,55939,5,90
MN,55939,6,0
MN,55940,1,350
MN,55940,2,340
MN,55940,3,160
MN,55940,4,150
MN,55940,5,200
MN,55940,6,20
MN,55941,1,160
MN,55941,2,130
MN,55941,3,90
MN,55941,4,60
MN,55941,5,70
MN,55941,6,0
MN,55943,1,450
MN,55943,2,370
MN,55943,3,240
MN,55943,4,170
MN,55943,5,190
MN,55943,6,30
MN,55944,1,1100
MN,55944,2,850
MN,55944,3,590
MN,55944,4,510
MN,55944,5,730
MN,55944,6,70
MN,55945,1,250
MN,55945,2,180
MN,55945,3,110
MN,55945,4,80
MN,55945,5,110
MN,55945,6,0
MN,55946,1,440
MN,55946,2,410
MN,55946,3,290
MN,55946,4,200
MN,55946,5,210
MN,55946,6,30
MN,55947,1,1080
MN,55947,2,820
MN,55947,3,560
MN,55947,4,450
MN,55947,5,680
MN,55947,6,170
MN,55949,1,340
MN,55949,2,200
MN,55949,3,150
MN,55949,4,110
MN,55949,5,130
MN,55949,6,0
MN,55951,1,230
MN,55951,2,200
MN,55951,3,120
MN,55951,4,90
MN,55951,5,80
MN,55951,6,0
MN,55952,1,340
MN,55952,2,320
MN,55952,3,170
MN,55952,4,150
MN,55952,5,160
MN,55952,6,0
MN,55953,1,130
MN,55953,2,120
MN,55953,3,70
MN,55953,4,50
MN,55953,5,50
MN,55953,6,0
MN,55954,1,230
MN,55954,2,180
MN,55954,3,120
MN,55954,4,70
MN,55954,5,70
MN,55954,6,0
MN,55955,1,390
MN,55955,2,230
MN,55955,3,160
MN,55955,4,150
MN,55955,5,360
MN,55955,6,90
MN,55956,1,250
MN,55956,2,220
MN,55956,3,150
MN,55956,4,120
MN,55956,5,180
MN,55956,6,20
MN,55957,1,110
MN,55957,2,70
MN,55957,3,50
MN,55957,4,50
MN,55957,5,70
MN,55957,6,0
MN,55959,1,310
MN,55959,2,250
MN,55959,3,180
MN,55959,4,130
MN,55959,5,160
MN,55959,6,0
MN,55960,1,390
MN,55960,2,260
MN,55960,3,190
MN,55960,4,180
MN,55960,5,440
MN,55960,6,160
MN,55961,1,60
MN,55961,2,80
MN,55961,3,0
MN,55961,4,30
MN,55961,5,30
MN,55961,6,0
MN,55962,1,110
MN,55962,2,90
MN,55962,3,50
MN,55962,4,50
MN,55962,5,50
MN,55962,6,0
MN,55963,1,720
MN,55963,2,600
MN,55963,3,410
MN,55963,4,320
MN,55963,5,550
MN,55963,6,100
MN,55964,1,680
MN,55964,2,570
MN,55964,3,340
MN,55964,4,280
MN,55964,5,320
MN,55964,6,40
MN,55965,1,360
MN,55965,2,250
MN,55965,3,170
MN,55965,4,130
MN,55965,5,150
MN,55965,6,20
MN,55967,1,120
MN,55967,2,100
MN,55967,3,70
MN,55967,4,60
MN,55967,5,100
MN,55967,6,0
MN,55969,1,140
MN,55969,2,120
MN,55969,3,110
MN,55969,4,70
MN,55969,5,80
MN,55969,6,0
MN,55970,1,110
MN,55970,2,100
MN,55970,3,70
MN,55970,4,50
MN,55970,5,90
MN,55970,6,0
MN,55971,1,520
MN,55971,2,380
MN,55971,3,220
MN,55971,4,190
MN,55971,5,200
MN,55971,6,0
MN,55972,1,700
MN,55972,2,550
MN,55972,3,370
MN,55972,4,330
MN,55972,5,380
MN,55972,6,60
MN,55973,1,40
MN,55973,2,40
MN,55973,3,20
MN,55973,4,40
MN,55973,5,0
MN,55973,6,0
MN,55974,1,350
MN,55974,2,250
MN,55974,3,160
MN,55974,4,110
MN,55974,5,90
MN,55974,6,0
MN,55975,1,610
MN,55975,2,530
MN,55975,3,320
MN,55975,4,230
MN,55975,5,260
MN,55975,6,40
MN,55976,1,1230
MN,55976,2,1000
MN,55976,3,550
MN,55976,4,430
MN,55976,5,700
MN,55976,6,90
MN,55979,1,140
MN,55979,2,140
MN,55979,3,70
MN,55979,4,50
MN,55979,5,40
MN,55979,6,0
MN,55981,1,660
MN,55981,2,480
MN,55981,3,310
MN,55981,4,250
MN,55981,5,260
MN,55981,6,70
MN,55982,1,60
MN,55982,2,60
MN,55982,3,30
MN,55982,4,20
MN,55982,5,30
MN,55982,6,0
MN,55983,1,220
MN,55983,2,200
MN,55983,3,130
MN,55983,4,80
MN,55983,5,120
MN,55983,6,0
MN,55985,1,280
MN,55985,2,250
MN,55985,3,130
MN,55985,4,110
MN,55985,5,130
MN,55985,6,0
MN,55987,1,5450
MN,55987,2,3950
MN,55987,3,2170
MN,55987,4,1440
MN,55987,5,1660
MN,55987,6,400
MN,55990,1,140
MN,55990,2,130
MN,55990,3,70
MN,55990,4,50
MN,55990,5,50
MN,55990,6,0
MN,55991,1,170
MN,55991,2,150
MN,55991,3,80
MN,55991,4,100
MN,55991,5,140
MN,55991,6,30
MN,55992,1,670
MN,55992,2,550
MN,55992,3,380
MN,55992,4,310
MN,55992,5,460
MN,55992,6,80
MN,56001,1,8600
MN,56001,2,5410
MN,56001,3,2790
MN,56001,4,1860
MN,56001,5,2420
MN,56001,6,610
MN,56003,1,2340
MN,56003,2,1820
MN,56003,3,1090
MN,56003,4,850
MN,56003,5,1230
MN,56003,6,280
MN,56007,1,3550
MN,56007,2,2990
MN,56007,3,1460
MN,56007,4,920
MN,56007,5,940
MN,56007,6,220
MN,56009,1,250
MN,56009,2,170
MN,56009,3,130
MN,56009,4,100
MN,56009,5,100
MN,56009,6,0
MN,56010,1,150
MN,56010,2,110
MN,56010,3,100
MN,56010,4,70
MN,56010,5,80
MN,56010,6,0
MN,56011,1,1200
MN,56011,2,1050
MN,56011,3,750
MN,56011,4,620
MN,56011,5,840
MN,56011,6,130
MN,56013,1,740
MN,56013,2,570
MN,56013,3,350
MN,56013,4,210
MN,56013,5,230
MN,56013,6,50
MN,56014,1,130
MN,56014,2,80
MN,56014,3,60
MN,56014,4,30
MN,56014,5,40
MN,56014,6,0
MN,56016,1,140
MN,56016,2,150
MN,56016,3,70
MN,56016,4,50
MN,56016,5,60
MN,56016,6,0
MN,56017,1,190
MN,56017,2,200
MN,56017,3,140
MN,56017,4,120
MN,56017,5,160
MN,56017,6,40
MN,56019,1,140
MN,56019,2,110
MN,56019,3,70
MN,56019,4,50
MN,56019,5,40
MN,56019,6,0
MN,56021,1,150
MN,56021,2,110
MN,56021,3,110
MN,56021,4,80
MN,56021,5,110
MN,56021,6,0
MN,56023,1,80
MN,56023,2,80
MN,56023,3,50
MN,56023,4,50
MN,56023,5,0
MN,56023,6,0
MN,56024,1,480
MN,56024,2,430
MN,56024,3,270
MN,56024,4,200
MN,56024,5,260
MN,56024,6,30
MN,56025,1,70
MN,56025,2,60
MN,56025,3,50
MN,56025,4,30
MN,56025,5,40
MN,56025,6,0
MN,56026,1,280
MN,56026,2,230
MN,56026,3,190
MN,56026,4,120
MN,56026,5,140
MN,56026,6,0
MN,56027,1,150
MN,56027,2,90
MN,56027,3,70
MN,56027,4,20
MN,56027,5,30
MN,56027,6,0
MN,56028,1,190
MN,56028,2,130
MN,56028,3,120
MN,56028,4,80
MN,56028,5,110
MN,56028,6,40
MN,56029,1,90
MN,56029,2,100
MN,56029,3,60
MN,56029,4,40
MN,56029,5,40
MN,56029,6,0
MN,56031,1,2280
MN,56031,2,1500
MN,56031,3,880
MN,56031,4,580
MN,56031,5,680
MN,56031,6,170
MN,56033,1,50
MN,56033,2,50
MN,56033,3,40
MN,56033,4,0
MN,56033,5,30
MN,56033,6,0
MN,56034,1,80
MN,56034,2,70
MN,56034,3,40
MN,56034,4,40
MN,56034,5,30
MN,56034,6,0
MN,56036,1,300
MN,56036,2,220
MN,56036,3,150
MN,56036,4,120
MN,56036,5,120
MN,56036,6,0
MN,56037,1,220
MN,56037,2,190
MN,56037,3,130
MN,56037,4,110
MN,56037,5,110
MN,56037,6,20
MN,56039,1,150
MN,56039,2,130
MN,56039,3,90
MN,56039,4,60
MN,56039,5,50
MN,56039,6,0
MN,56041,1,140
MN,56041,2,170
MN,56041,3,110
MN,56041,4,60
MN,56041,5,70
MN,56041,6,0
MN,56042,1,100
MN,56042,2,100
MN,56042,3,60
MN,56042,4,40
MN,56042,5,40
MN,56042,6,0
MN,56043,1,70
MN,56043,2,70
MN,56043,3,40
MN,56043,4,40
MN,56043,5,40
MN,56043,6,0
MN,56044,1,310
MN,56044,2,250
MN,56044,3,190
MN,56044,4,130
MN,56044,5,180
MN,56044,6,20
MN,56045,1,110
MN,56045,2,90
MN,56045,3,70
MN,56045,4,30
MN,56045,5,60
MN,56045,6,0
MN,56048,1,600
MN,56048,2,450
MN,56048,3,310
MN,56048,4,280
MN,56048,5,260
MN,56048,6,30
MN,56050,1,260
MN,56050,2,170
MN,56050,3,130
MN,56050,4,90
MN,56050,5,110
MN,56050,6,20
MN,56051,1,120
MN,56051,2,80
MN,56051,3,50
MN,56051,4,20
MN,56051,5,20
MN,56051,6,0
MN,56052,1,110
MN,56052,2,110
MN,56052,3,60
MN,56052,4,50
MN,56052,5,60
MN,56052,6,0
MN,56054,1,130
MN,56054,2,140
MN,56054,3,80
MN,56054,4,60
MN,56054,5,50
MN,56054,6,0
MN,56055,1,550
MN,56055,2,470
MN,56055,3,340
MN,56055,4,280
MN,56055,5,280
MN,56055,6,40
MN,56057,1,560
MN,56057,2,490
MN,56057,3,320
MN,56057,4,230
MN,56057,5,260
MN,56057,6,30
MN,56058,1,940
MN,56058,2,830
MN,56058,3,480
MN,56058,4,370
MN,56058,5,400
MN,56058,6,60
MN,56060,1,60
MN,56060,2,60
MN,56060,3,40
MN,56060,4,20
MN,56060,5,20
MN,56060,6,0
MN,56062,1,500
MN,56062,2,470
MN,56062,3,280
MN,56062,4,160
MN,56062,5,120
MN,56062,6,20
MN,56063,1,400
MN,56063,2,280
MN,56063,3,210
MN,56063,4,180
MN,56063,5,300
MN,56063,6,100
MN,56065,1,410
MN,56065,2,350
MN,56065,3,200
MN,56065,4,150
MN,56065,5,170
MN,56065,6,30
MN,56068,1,170
MN,56068,2,140
MN,56068,3,90
MN,56068,4,60
MN,56068,5,60
MN,56068,6,0
MN,56069,1,710
MN,56069,2,630
MN,56069,3,420
MN,56069,4,250
MN,56069,5,300
MN,56069,6,40
MN,56071,1,1820
MN,56071,2,1210
MN,56071,3,890
MN,56071,4,730
MN,56071,5,1270
MN,56071,6,330
MN,56072,1,330
MN,56072,2,300
MN,56072,3,190
MN,56072,4,130
MN,56072,5,150
MN,56072,6,0
MN,56073,1,2740
MN,56073,2,2270
MN,56073,3,1450
MN,56073,4,970
MN,56073,5,1030
MN,56073,6,210
MN,56074,1,270
MN,56074,2,240
MN,56074,3,180
MN,56074,4,130
MN,56074,5,150
MN,56074,6,20
MN,56078,1,80
MN,56078,2,50
MN,56078,3,40
MN,56078,4,30
MN,56078,5,30
MN,56078,6,0
MN,56081,1,970
MN,56081,2,870
MN,56081,3,420
MN,56081,4,260
MN,56081,5,290
MN,56081,6,40
MN,56082,1,2030
MN,56082,2,1420
MN,56082,3,850
MN,56082,4,640
MN,56082,5,830
MN,56082,6,160
MN,56083,1,140
MN,56083,2,100
MN,56083,3,70
MN,56083,4,60
MN,56083,5,50
MN,56083,6,0
MN,56085,1,860
MN,56085,2,690
MN,56085,3,430
MN,56085,4,300
MN,56085,5,300
MN,56085,6,70
MN,56087,1,510
MN,56087,2,370
MN,56087,3,240
MN,56087,4,160
MN,56087,5,160
MN,56087,6,30
MN,56088,1,360
MN,56088,2,230
MN,56088,3,160
MN,56088,4,100
MN,56088,5,120
MN,56088,6,0
MN,56090,1,100
MN,56090,2,100
MN,56090,3,50
MN,56090,4,40
MN,56090,5,30
MN,56090,6,0
MN,56091,1,60
MN,56091,2,60
MN,56091,3,30
MN,56091,4,30
MN,56091,5,0
MN,56091,6,0
MN,56093,1,2010
MN,56093,2,1540
MN,56093,3,960
MN,56093,4,630
MN,56093,5,640
MN,56093,6,90
MN,56096,1,510
MN,56096,2,430
MN,56096,3,270
MN,56096,4,180
MN,56096,5,170
MN,56096,6,30
MN,56097,1,640
MN,56097,2,420
MN,56097,3,280
MN,56097,4,200
MN,56097,5,140
MN,56097,6,30
MN,56098,1,360
MN,56098,2,260
MN,56098,3,150
MN,56098,4,110
MN,56098,5,110
MN,56098,6,0
MN,56101,1,1050
MN,56101,2,830
MN,56101,3,450
MN,56101,4,280
MN,56101,5,290
MN,56101,6,70
MN,56110,1,260
MN,56110,2,220
MN,56110,3,150
MN,56110,4,100
MN,56110,5,90
MN,56110,6,30
MN,56111,1,70
MN,56111,2,60
MN,56111,3,30
MN,56111,4,20
MN,56111,5,40
MN,56111,6,0
MN,56113,1,40
MN,56113,2,20
MN,56113,3,20
MN,56113,4,30
MN,56113,5,0
MN,56113,6,0
MN,56114,1,60
MN,56114,2,40
MN,56114,3,40
MN,56114,4,0
MN,56114,5,20
MN,56114,6,0
MN,56115,1,210
MN,56115,2,150
MN,56115,3,100
MN,56115,4,90
MN,56115,5,80
MN,56115,6,0
MN,56116,1,80
MN,56116,2,50
MN,56116,3,40
MN,56116,4,40
MN,56116,5,50
MN,56116,6,0
MN,56117,1,60
MN,56117,2,50
MN,56117,3,20
MN,56117,4,20
MN,56117,5,20
MN,56117,6,0
MN,56118,1,60
MN,56118,2,40
MN,56118,3,30
MN,56118,4,30
MN,56118,5,40
MN,56118,6,0
MN,56119,1,150
MN,56119,2,120
MN,56119,3,90
MN,56119,4,60
MN,56119,5,60
MN,56119,6,0
MN,56120,1,150
MN,56120,2,140
MN,56120,3,90
MN,56120,4,50
MN,56120,5,60
MN,56120,6,0
MN,56121,1,100
MN,56121,2,80
MN,56121,3,50
MN,56121,4,20
MN,56121,5,20
MN,56121,6,0
MN,56122,1,80
MN,56122,2,60
MN,56122,3,60
MN,56122,4,0
MN,56122,5,30
MN,56122,6,0
MN,56123,1,80
MN,56123,2,80
MN,56123,3,40
MN,56123,4,30
MN,56123,5,30
MN,56123,6,0
MN,56127,1,60
MN,56127,2,60
MN,56127,3,30
MN,56127,4,30
MN,56127,5,0
MN,56127,6,0
MN,56128,1,230
MN,56128,2,210
MN,56128,3,160
MN,56128,4,130
MN,56128,5,120
MN,56128,6,30
MN,56129,1,110
MN,56129,2,80
MN,56129,3,60
MN,56129,4,40
MN,56129,5,40
MN,56129,6,0
MN,56131,1,350
MN,56131,2,280
MN,56131,3,200
MN,56131,4,140
MN,56131,5,140
MN,56131,6,0
MN,56132,1,80
MN,56132,2,70
MN,56132,3,30
MN,56132,4,30
MN,56132,5,60
MN,56132,6,0
MN,56134,1,60
MN,56134,2,50
MN,56134,3,50
MN,56134,4,0
MN,56134,5,20
MN,56134,6,0
MN,56136,1,170
MN,56136,2,120
MN,56136,3,80
MN,56136,4,60
MN,56136,5,70
MN,56136,6,0
MN,56137,1,170
MN,56137,2,150
MN,56137,3,90
MN,56137,4,70
MN,56137,5,60
MN,56137,6,0
MN,56138,1,110
MN,56138,2,90
MN,56138,3,80
MN,56138,4,60
MN,56138,5,50
MN,56138,6,0
MN,56139,1,60
MN,56139,2,70
MN,56139,3,30
MN,56139,4,40
MN,56139,5,0
MN,56139,6,0
MN,56141,1,30
MN,56141,2,50
MN,56141,3,40
MN,56141,4,0
MN,56141,5,30
MN,56141,6,0
MN,56142,1,140
MN,56142,2,130
MN,56142,3,90
MN,56142,4,50
MN,56142,5,40
MN,56142,6,0
MN,56143,1,700
MN,56143,2,640
MN,56143,3,340
MN,56143,4,230
MN,56143,5,250
MN,56143,6,50
MN,56144,1,190
MN,56144,2,140
MN,56144,3,100
MN,56144,4,40
MN,56144,5,50
MN,56144,6,0
MN,56145,1,80
MN,56145,2,80
MN,56145,3,60
MN,56145,4,30
MN,56145,5,30
MN,56145,6,0
MN,56149,1,180
MN,56149,2,140
MN,56149,3,100
MN,56149,4,70
MN,56149,5,70
MN,56149,6,0
MN,56150,1,450
MN,56150,2,380
MN,56150,3,240
MN,56150,4,160
MN,56150,5,150
MN,56150,6,0
MN,56151,1,120
MN,56151,2,100
MN,56151,3,70
MN,56151,4,50
MN,56151,5,60
MN,56151,6,0
MN,56152,1,210
MN,56152,2,170
MN,56152,3,110
MN,56152,4,80
MN,56152,5,80
MN,56152,6,0
MN,56155,1,60
MN,56155,2,50
MN,56155,3,70
MN,56155,4,0
MN,56155,5,30
MN,56155,6,0
MN,56156,1,1030
MN,56156,2,660
MN,56156,3,460
MN,56156,4,300
MN,56156,5,380
MN,56156,6,80
MN,56157,1,100
MN,56157,2,70
MN,56157,3,50
MN,56157,4,40
MN,56157,5,50
MN,56157,6,30
MN,56158,1,60
MN,56158,2,60
MN,56158,3,40
MN,56158,4,40
MN,56158,5,0
MN,56158,6,0
MN,56159,1,410
MN,56159,2,370
MN,56159,3,200
MN,56159,4,140
MN,56159,5,120
MN,56159,6,0
MN,56160,1,40
MN,56160,2,20
MN,56160,3,40
MN,56160,4,0
MN,56160,5,0
MN,56160,6,0
MN,56161,1,60
MN,56161,2,50
MN,56161,3,30
MN,56161,4,40
MN,56161,5,0
MN,56161,6,0
MN,56162,1,50
MN,56162,2,40
MN,56162,3,0
MN,56162,4,40
MN,56162,5,0
MN,56162,6,0
MN,56164,1,990
MN,56164,2,740
MN,56164,3,410
MN,56164,4,280
MN,56164,5,250
MN,56164,6,60
MN,56165,1,40
MN,56165,2,50
MN,56165,3,40
MN,56165,4,20
MN,56165,5,20
MN,56165,6,0
MN,56167,1,100
MN,56167,2,90
MN,56167,3,50
MN,56167,4,30
MN,56167,5,30
MN,56167,6,0
MN,56168,1,140
MN,56168,2,140
